# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 12 03:47:53 2021
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1995.01,299023386,PC,09h33m51.93s,143.4663870,-53d33m41.91s,-53.5616430,-8.8110000,0.056,-0.056,0,1.4880000,0.054,-0.054,0,2459330.9290020,0.002567,-0.002567,0,1.5528040,0.0000085,-0.0000085,0,1.8140000,0.2510000,-0.2510000,0,690.0000000,1.2603700,-1.2603700,0,11.1748000,0.6591650,-0.6591650,0,3930.7100000,,,,2205.0000000,,,,9.8153000,0.010,-0.010,0,873.4010000,25.4465000,-25.4465000,0,7804.8000000,128.2000000,-128.2000000,0,3.7800000,0.6600000,-0.6600000,0,4.4400000,0.1500000,-0.1500000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
1996.01,275384718,FP,11h54m11.32s,178.5471760,-46d53m48.79s,-46.8968870,-27.6310000,0.049,-0.049,0,10.5740000,0.035,-0.035,0,2458576.4335000,0.001040,-0.001040,0,7.7243300,0.0008300,-0.0008300,0,8.0300000,0.1530000,-0.1530000,0,7120.0000000,0.5517110,-0.5517110,0,20.0285000,0.9611800,-0.9611800,0,1173.5300000,,,,1630.0000000,,,,10.2372000,0.006,-0.006,0,422.8840000,5.9355000,-5.9355000,0,6249.4000000,386.5000000,-386.5000000,0,4.1900000,1.8700000,-1.8700000,0,2.3200000,0.1100000,-0.1100000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
1997.01,142378043,PC,12h06m31.8s,181.6325050,-31d38m44.57s,-31.6457130,8.1290000,0.050,-0.050,0,-8.4110000,0.023,-0.023,0,2459329.4635430,0.001582,-0.001582,0,1.8363252,0.0001853,-0.0001853,0,1.0110960,0.3854077,-0.3854077,0,849.3500297,66.2622500,-66.2622500,0,4.8118035,5.0467696,-5.0467696,0,3966.9427820,,,,2024.1082437,,,,9.8916000,0.006,-0.006,0,254.4390000,2.3270000,-2.3270000,0,6311.5000000,192.6000000,-192.6000000,0,4.1700000,0.1600000,-0.1600000,0,1.6119601,0.0788342,-0.0788342,0,2020-06-17 20:08:08,2021-10-29 12:59:15
1998.01,429295277,FP,12h17m02.21s,184.2592180,-51d04m30.55s,-51.0751530,18.2240000,0.057,-0.057,0,-25.9070000,0.041,-0.041,0,2458572.2078600,0.003990,-0.003990,0,1.1083300,0.0003200,-0.0003200,0,2.2880000,0.3390000,-0.3390000,0,1060.0000000,1.7515500,-1.7515500,0,4.5827400,0.2861780,-0.2861780,0,4415.2300000,,,,2270.0000000,,,,10.1860000,0.006,-0.006,0,218.4380000,2.1310000,-2.1310000,0,5972.0000000,208.3000000,-208.3000000,0,4.0800000,0.1700000,-0.1700000,0,1.4000000,0.0600000,-0.0600000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
1999.01,447206604,APC,10h27m58.83s,156.9951080,-48d25m42.77s,-48.4285470,11.3000000,2.100,-2.100,0,6.1000000,1.900,-1.900,0,2459297.5234780,0.000462,-0.000462,0,7.2127041,0.0003331,-0.0003331,0,2.3835976,0.0566518,-0.0566518,0,8923.4080810,184.1262400,-184.1262400,0,16.2495593,5.1465526,-5.1465526,0,215.4541714,,,,977.1437899,,,,10.4109000,0.006,-0.006,0,183.6910000,,,0,5843.0000000,32.0000000,-32.0000000,0,4.3300000,2.0000000,-2.0000000,0,1.1584899,,,0,2020-06-17 20:08:08,2021-10-29 12:59:15
200.01,410214986,CP,23h39m39.71s,354.9154670,-69d11m45.75s,-69.1960430,79.4640000,0.074,-0.074,0,-67.4400000,0.045,-0.045,0,2459040.3334710,0.000666,-0.000666,0,8.1382243,0.0000065,-0.0000065,0,3.2925646,0.0389838,-0.0389838,0,4211.2724178,115.9713700,-115.9713700,0,6.4955770,0.4972437,-0.4972437,0,115.8275152,,,,836.7056170,,,,7.8541000,0.006,-0.006,0,44.0622000,0.0692000,-0.0692000,0,5414.0000000,161.0000000,-161.0000000,0,4.4380000,,,0,0.9519850,0.0705779,-0.0705779,0,2018-11-09 21:01:14,2021-12-09 10:10:02
2000.01,371188886,PC,09h45m35.3s,146.3970630,-66d41m11.87s,-66.6866310,-73.3230000,0.045,-0.045,0,12.5780000,0.049,-0.049,0,2459356.4965850,0.000569,-0.000569,0,9.1270513,0.0000100,-0.0000100,0,3.4570000,0.0680000,-0.0680000,0,4540.0000000,0.4056940,-0.4056940,0,7.9942700,0.4130110,-0.4130110,0,86.7364000,,,,850.0000000,,,,10.3579000,0.006,-0.006,0,175.7130000,0.7570000,-0.7570000,0,5400.0000000,283.3000000,-283.3000000,0,4.4300000,0.3100000,-0.3100000,0,1.1800000,0.0600000,-0.0600000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2001.01,118084044,PC,08h32m43.53s,128.1813550,-58d34m31.84s,-58.5755110,-2.2610000,0.128,-0.128,0,3.2110000,0.115,-0.115,0,2459308.2617350,0.001020,-0.001020,0,2.7432044,0.0002199,-0.0002199,0,1.6976246,0.0973180,-0.0973180,0,1547.7587035,121.5024700,-121.5024700,0,24.8703140,18.4672950,-18.4672950,0,22633.6414134,,,,3128.2997310,,,,8.9578000,0.006,-0.006,0,500.0270000,15.6525000,-15.6525000,0,7896.3000000,247.0000000,-247.0000000,0,3.6000000,0.5200000,-0.5200000,0,3.9611499,0.1663420,-0.1663420,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2002.01,356453768,FP,08h56m45.65s,134.1902030,-61d22m17.26s,-61.3714610,-70.2400000,0.051,-0.051,0,0.7300000,0.051,-0.051,0,2458546.0027600,0.001990,-0.001990,0,2.3331700,0.0001600,-0.0001600,0,3.1800000,0.1370000,-0.1370000,0,2620.0000000,348.7600000,-348.7600000,0,14.8753000,3.2626500,-3.2626500,0,12603.0000000,,,,2951.0000000,,,,10.4879000,0.006,-0.006,0,296.1790000,2.3585000,-2.3585000,0,5986.5000000,131.0000000,-131.0000000,0,4.3200000,0.4400000,-0.4400000,0,1.5600000,0.0700000,-0.0700000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2003.01,58463434,PC,13h26m06.51s,201.5271270,-27d24m45.22s,-27.4125600,-11.9570000,0.167,-0.167,0,-11.2020000,0.148,-0.148,0,2458579.3653200,0.001280,-0.001280,0,,,,0,3.5290000,0.1900000,-0.1900000,0,3860.0000000,1.3836000,-1.3836000,0,15.7171000,0.9123230,-0.9123230,0,194.6560000,,,,1040.0000000,,,,9.6569000,0.011,-0.011,0,379.9720000,12.5925000,-12.5925000,0,7043.2000000,177.4000000,-177.4000000,0,3.9800000,0.1600000,-0.1600000,0,2.4600000,0.1300000,-0.1300000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2004.01,439610306,FP,09h33m52.07s,143.4669500,-55d10m32.75s,-55.1757630,-12.1670000,0.048,-0.048,0,3.7270000,0.049,-0.049,0,2458545.2656500,0.012110,-0.012110,0,1.7998800,0.0005600,-0.0005600,0,3.5180000,0.5640000,-0.5640000,0,180.0000000,0.4525510,-0.4525510,0,3.3219700,0.2259570,-0.2259570,0,6540.6800000,,,,2505.0000000,,,,9.0607000,0.006,-0.006,0,258.8850000,1.9515000,-1.9515000,0,6136.9000000,97.0000000,-97.0000000,0,3.8500000,0.4200000,-0.4200000,0,2.4600000,0.1000000,-0.1000000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2005.01,147660886,PC,10h56m07.6s,164.0316540,-43d22m36.11s,-43.3766970,-25.2510000,0.051,-0.051,0,8.2080000,0.050,-0.050,0,2458549.8338300,0.001310,-0.001310,0,17.3071400,0.0016900,-0.0016900,0,4.1380000,0.1970000,-0.1970000,0,2900.0000000,1.2420000,-1.2420000,0,12.2024000,0.5379130,-0.5379130,0,110.9560000,,,,904.0000000,,,,9.4916000,0.006,-0.006,0,328.4750000,3.6670000,-3.6670000,0,6995.5000000,239.3000000,-239.3000000,0,4.1000000,0.4600000,-0.4600000,0,2.2300000,0.0800000,-0.0800000,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2006.01,41173048,FA,06h04m53.92s,91.2246500,-69d21m37.16s,-69.3603220,8.2460000,0.050,-0.050,0,22.0490000,0.052,-0.052,0,2459194.0041770,0.020745,-0.020745,0,6.4093800,0.0001988,-0.0001988,0,2.3560000,0.5860000,-0.5860000,0,280.0000000,1.1545300,-1.1545300,0,10.1474000,,,0,50.0267000,,,,740.0000000,,,,9.2225000,0.006,-0.006,0,485.2570000,6.2485000,-6.2485000,0,4650.0000000,84.7000000,-84.7000000,0,2.5400000,0.1400000,-0.1400000,0,8.3000000,,,0,2020-06-17 20:08:08,2021-10-29 12:59:15
2007.01,219466784,PC,13h59m26.02s,209.8584150,+74d09m04.42s,74.1512280,64.2300000,0.066,-0.066,0,-63.3740000,0.052,-0.052,0,2458872.6899100,0.010846,-0.010846,0,,,,0,9.1654068,0.8202277,-0.8202277,0,912.2762923,100.2056960,-100.2056960,0,3.1563904,0.3318370,-0.3318370,0,1.4952399,,,,282.0314027,,,,10.1990000,0.006,-0.006,0,115.4090000,0.3890000,-0.3890000,0,5249.0000000,124.6290000,-124.6290000,0,4.4868200,0.0820144,-0.0820144,0,0.8954080,0.0510955,-0.0510955,0,2020-06-17 20:19:42,2021-10-29 12:59:15
2008.01,70887357,PC,04h15m25.83s,63.8576320,-16d54m07.72s,-16.9021440,47.5510000,0.054,-0.054,0,-30.7470000,0.053,-0.053,0,2458454.3326100,0.001777,-0.001777,0,723.8345008,0.0025789,-0.0025789,0,7.3829460,0.1210206,-0.1210206,0,3119.2983693,64.1000750,-64.1000750,0,13.1361697,0.7173174,-0.7173174,0,1.3572621,,,,275.2869842,,,,8.6480700,0.006,-0.006,0,139.2120000,0.7375000,-0.7375000,0,5463.0000000,186.0000000,-186.0000000,0,3.7777800,0.2817270,-0.2817270,0,1.9477100,0.1024320,-0.1024320,0,2020-06-17 20:19:42,2021-10-29 12:59:15
2009.01,243187830,PC,01h07m37.99s,16.9082920,+22d57m10.32s,22.9528680,103.0700000,0.111,-0.111,0,-490.3150000,0.107,-0.107,0,2458783.7727190,0.002329,-0.002329,0,,,,0,2.5728859,0.3248228,-0.3248228,0,630.7244430,66.5562300,-66.5562300,0,1.7343816,1.3612797,-1.3612797,0,19.3338169,,,,534.8095455,,,,7.3551000,0.006,-0.006,0,20.5272000,0.0294000,-0.0294000,0,4755.3300000,99.5630000,-99.5630000,0,4.6268300,0.0808477,-0.0808477,0,0.7014990,0.0400754,-0.0400754,0,2020-06-17 20:19:42,2021-10-29 12:59:15
201.01,350618622,CP,05h49m36.43s,87.4017820,-54d54m37.52s,-54.9104230,7.7310000,0.052,-0.052,0,66.4480000,0.058,-0.058,0,2459329.6599630,0.000231,-0.000231,0,52.9782176,0.0000244,-0.0000244,0,4.4520000,0.0690000,-0.0690000,0,6450.0000000,0.1344060,-0.1344060,0,10.8596000,0.5209280,-0.5209280,0,8.0832800,,,,469.0000000,,,,8.5822000,0.006,-0.006,0,113.8250000,0.3460000,-0.3460000,0,6461.8000000,83.0000000,-83.0000000,0,4.3500000,0.1600000,-0.1600000,0,1.3300000,0.0600000,-0.0600000,0,2019-05-07 17:42:42,2021-10-29 12:59:15
201.02,350618622,PC,05h49m36.43s,87.4017820,-54d54m37.52s,-54.9104230,7.7310000,0.052,-0.052,0,66.4480000,0.058,-0.058,0,2458327.2443330,0.001538,-0.001538,0,5.8492122,0.0000229,-0.0000229,0,3.5045663,0.3480020,-0.3480020,0,118.1884062,8.9672630,-8.9672630,0,1.4854279,1.0383577,-1.0383577,0,571.4054009,,,,1246.9695108,,,,8.5822000,0.006,-0.006,0,113.8250000,0.3460000,-0.3460000,0,6461.8000000,83.0000000,-83.0000000,0,4.3500000,0.1600000,-0.1600000,0,1.3303100,0.0634748,-0.0634748,0,2020-03-11 15:13:21,2021-10-29 12:59:15
2010.01,26547036,PC,19h28m40.07s,292.1669420,+53d29m14.53s,53.4873690,40.5190000,0.067,-0.067,0,11.1060000,0.066,-0.066,0,2458712.3050230,0.006372,-0.006372,0,,,,0,8.0694553,0.7419835,-0.7419835,0,476.8743089,62.3946340,-62.3946340,0,2.3688387,0.9440652,-0.9440652,0,63.3658826,,,,719.5875183,,,,9.2669300,0.006,-0.006,0,109.1900000,0.3210000,-0.3210000,0,5842.0000000,129.2280000,-129.2280000,0,4.3992900,0.0793101,-0.0793101,0,1.0735200,0.0529397,-0.0529397,0,2020-06-17 20:19:42,2021-10-29 12:59:15
2011.01,136916387,KP,15h21m45.63s,230.4401150,-48d19m07.74s,-48.3188170,-1624.0500000,0.169,-0.169,0,-276.0240000,0.133,-0.133,0,2458631.7511000,0.001432,-0.001432,0,,,,0,3.0332248,0.2510439,-0.2510439,0,381.3811137,24.8242680,-24.8242680,0,1.8276647,0.5673485,-0.5673485,0,41.4371028,,,,647.0935862,,,,5.0494000,0.006,-0.006,0,14.6820000,0.0198500,-0.0198500,0,5739.0000000,25.0000000,-25.0000000,0,4.5100000,0.0280000,-0.0280000,0,0.9039730,0.0433083,-0.0433083,0,2020-06-17 20:50:03,2021-10-29 12:59:15
2012.01,138294130,KP,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,-21.6610000,0.035,-0.035,0,-24.2500000,0.058,-0.058,0,2458955.9171170,0.000581,-0.000581,0,3.0565258,0.0001127,-0.0001127,0,4.2437497,0.0462342,-0.0462342,0,8416.1100761,87.3561550,-87.3561550,0,14.8372739,0.7072600,-0.7072600,0,1616.9032940,,,,1617.3006497,,,,10.6506000,0.006,-0.006,0,320.4510000,2.8270000,-2.8270000,0,5981.0000000,117.3000000,-117.3000000,0,4.0700000,0.0800000,-0.0800000,0,1.5987400,0.0734925,-0.0734925,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2013.01,188589164,PC,15h58m18.62s,239.5775680,+35d24m29.21s,35.4081140,-143.2770000,0.066,-0.066,0,318.2190000,0.082,-0.082,0,2458956.3963220,0.001354,-0.001354,0,2.6162769,0.0001133,-0.0001133,0,1.1348930,0.3921926,-0.3921926,0,1120.6014184,90.0194850,-90.0194850,0,1.0972867,1.1053865,-1.1053865,0,19.1060128,,,,533.2271643,,,,10.2705000,0.007,-0.007,0,15.8095000,0.0095500,-0.0095500,0,3352.0000000,157.0000000,-157.0000000,0,4.8984000,0.0027683,-0.0027683,0,0.3256350,0.0097184,-0.0097184,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2014.01,198588220,KP,17h06m26.57s,256.6107280,+44d46m36.79s,44.7768850,9.4360000,0.042,-0.042,0,-18.1850000,0.046,-0.046,0,2458958.0801580,0.000381,-0.000381,0,4.8101420,0.0000428,-0.0000428,0,7.0545718,0.0287613,-0.0287613,0,7451.2127084,55.3102300,-55.3102300,0,23.7204619,1.0567242,-1.0567242,0,2884.5540893,,,,1869.1296266,,,,9.6333100,0.006,-0.006,0,371.6860000,3.5300000,-3.5300000,0,6417.0000000,122.6000000,-122.6000000,0,3.7000000,0.0900000,-0.0900000,0,2.6481000,0.1172030,-0.1172030,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2015.01,368287008,PC,15h28m31.84s,232.1326530,+27d21m39.86s,27.3610730,-56.1660000,0.066,-0.066,0,63.9660000,0.067,-0.067,0,2458956.0333660,0.001310,-0.001310,0,3.3458902,0.0003080,-0.0003080,0,0.9752135,0.1433229,-0.1433229,0,9753.0197847,734.5950300,-734.5950300,0,3.3785144,0.3954266,-0.3954266,0,11.7008909,,,,471.7093472,,,,12.8387000,0.007,-0.007,0,47.3444000,0.1129500,-0.1129500,0,3223.0000000,157.0000000,-157.0000000,0,4.8999300,0.0029444,-0.0029444,0,0.3241550,0.0096645,-0.0096645,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2016.01,219508169,PC,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,-43.3040000,0.043,-0.043,0,68.6960000,0.058,-0.058,0,2458957.6176670,0.002447,-0.002447,0,6.8175125,0.0006069,-0.0006069,0,2.8495532,0.2801830,-0.2801830,0,1428.6615079,106.9351350,-106.9351350,0,3.2643538,0.7680494,-0.7680494,0,99.1738424,,,,804.8575726,,,,10.4080000,0.006,-0.006,0,115.8340000,0.3520000,-0.3520000,0,5175.0000000,128.9000000,-128.9000000,0,4.5400000,0.0900000,-0.0900000,0,0.8371980,0.0511759,-0.0511759,0,2020-09-11 18:37:11,2021-10-29 12:59:15
2016.02,219508169,PC,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,-43.3040000,0.043,-0.043,0,68.6960000,0.058,-0.058,0,2458957.7486020,0.001670,-0.001670,0,2.4589669,0.0001574,-0.0001574,0,1.9583540,0.1925092,-0.1925092,0,1076.4050672,72.1652700,-72.1652700,0,2.9716021,0.5169046,-0.5169046,0,386.2734192,,,,1130.6897509,,,,10.4080000,0.006,-0.006,0,115.8340000,0.3520000,-0.3520000,0,5175.0000000,128.9000000,-128.9000000,0,4.5400000,0.0900000,-0.0900000,0,0.8371980,0.0511759,-0.0511759,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2017.01,357416482,FP,15h15m47.96s,228.9498190,+27d21m42.52s,27.3618100,-52.4390000,0.071,-0.071,0,9.6470000,0.057,-0.057,0,2458955.9086500,0.000182,-0.000182,0,5.4983034,0.0000716,-0.0000716,0,2.2689024,0.0104268,-0.0104268,0,12002.6938255,81.7457600,-81.7457600,0,16.8873960,0.0839745,-0.0839745,0,479.3633290,,,,1193.3997746,,,,8.2057000,0.006,-0.006,0,115.6050000,,,0,6362.6000000,,,0,,,,0,1.3387400,,,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2018.01,357501308,PC,15h19m20.99s,229.8374420,+29d12m28.36s,29.2078770,-141.0960000,0.031,-0.031,0,395.5020000,0.036,-0.036,0,2458958.2541950,0.002238,-0.002238,0,7.4371152,0.0011546,-0.0011546,0,2.6970391,0.1504201,-0.1504201,0,1296.3872159,90.7415800,-90.7415800,0,2.6050866,0.3450234,-0.3450234,0,26.0685413,,,,576.3004150,,,,8.9620000,0.006,-0.006,0,27.9956000,0.0213500,-0.0213500,0,4218.9000000,162.8000000,-162.8000000,0,4.6700000,0.1300000,-0.1300000,0,0.6225120,0.0766281,-0.0766281,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2019.01,159781361,PC,15h37m43.62s,234.4317650,+48d57m18.74s,48.9552060,12.3520000,0.033,-0.033,0,-46.4660000,0.048,-0.048,0,2458958.2875920,0.003995,-0.003995,0,15.3474527,0.0055766,-0.0055766,0,7.1483441,0.3740528,-0.3740528,0,1043.9861069,56.4373700,-56.4373700,0,6.0861555,0.7054023,-0.7054023,0,194.7540847,,,,952.7772822,,,,9.6087000,0.006,-0.006,0,198.0070000,0.8200000,-0.8200000,0,5588.0000000,124.9730000,-124.9730000,0,3.9229300,0.0807668,-0.0807668,0,1.7977400,0.0898141,-0.0898141,0,2020-06-19 06:00:39,2021-10-29 12:59:15
202.01,355509914,PC,01h02m06.01s,15.5250400,-59d05m15.81s,-59.0877240,17.8660000,0.055,-0.055,0,7.7330000,0.050,-0.050,0,2458326.1106050,0.000887,-0.000887,0,1.7386736,0.0000070,-0.0000070,0,1.2988138,0.1992082,-0.1992082,0,13645.6946731,1028.4617000,-1028.4617000,0,9.6298524,1.7555727,-1.7555727,0,418.9201714,,,,1153.8585373,,,,14.6723000,0.006,-0.006,0,627.3390000,11.7195000,-11.7195000,0,4746.0000000,178.0000000,-178.0000000,0,4.5274600,0.2654580,-0.2654580,0,0.8202580,,,0,2018-11-14 15:06:55,2021-10-29 12:59:15
2020.01,39903405,KP,16h20m36.34s,245.1514320,+41d02m52.66s,41.0479600,-10.3120000,0.041,-0.041,0,-29.1980000,0.052,-0.052,0,2458956.2380160,0.000223,-0.000223,0,5.6334254,0.0000430,-0.0000430,0,4.2490397,0.0175979,-0.0175979,0,5246.7524600,32.1835940,-32.1835940,0,12.6919386,0.5011762,-0.5011762,0,965.9168173,,,,1421.8529437,,,,8.2746800,0.006,-0.006,0,127.7740000,0.4240000,-0.4240000,0,6412.8000000,106.4000000,-106.4000000,0,4.0900000,0.0800000,-0.0800000,0,1.7039200,0.0666407,-0.0666407,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2021.01,236312126,KP,16h02m11.83s,240.5492750,+28d10m10.65s,28.1696250,-17.4220000,0.034,-0.034,0,14.8200000,0.043,-0.043,0,2458956.5229590,0.000231,-0.000231,0,3.9414176,0.0000623,-0.0000623,0,2.9583551,0.0186649,-0.0186649,0,19860.2151195,109.1890000,-109.1890000,0,13.1298950,0.5625953,-0.5625953,0,336.3882173,,,,1092.2698436,,,,10.5484000,0.006,-0.006,0,163.5530000,0.6195000,-0.6195000,0,5729.0000000,103.1000000,-103.1000000,0,4.5200000,0.0700000,-0.0700000,0,0.9190860,0.0390553,-0.0390553,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2022.01,11996814,FP,02h04m40.93s,31.1705500,+65d17m21.59s,65.2893310,-26.0360000,0.040,-0.040,0,24.7710000,0.049,-0.049,0,2458790.8494350,0.000670,-0.000670,0,0.4487349,0.0000028,-0.0000028,0,2.8757897,0.0967836,-0.0967836,0,3572.0328032,106.9116740,-106.9116740,0,5.8054498,1.7503514,-1.7503514,0,928.8774660,,,,1408.0217270,,,,11.6484000,0.007,-0.007,0,89.3047000,0.2383500,-0.2383500,0,3975.0000000,157.0000000,-157.0000000,0,4.6284400,0.0110764,-0.0110764,0,0.6271440,0.0183442,-0.0183442,0,2020-06-19 06:00:39,2021-10-29 12:59:15
2023.01,16884216,PC,15h31m27.2s,232.8633450,+33d54m09.06s,33.9025160,42.5820000,0.036,-0.036,0,112.1980000,0.047,-0.047,0,2458964.1285680,0.003645,-0.003645,0,11.1900486,0.0049587,-0.0049587,0,2.9741507,0.5782486,-0.5782486,0,567.7989939,77.5469200,-77.5469200,0,1.6608182,1.7278615,-1.7278615,0,31.1925730,,,,602.7435196,,,,8.5049000,0.006,-0.006,0,36.9284000,0.0340000,-0.0340000,0,4958.0000000,122.1610000,-122.1610000,0,4.6666700,0.0900016,-0.0900016,0,0.6959920,0.0442211,-0.0442211,0,2020-06-19 06:00:40,2021-10-29 12:59:15
2024.01,255930614,KP,16h30m29.52s,247.6229830,+38d20m51.13s,38.3475350,-77.8990000,0.048,-0.048,0,52.5640000,0.056,-0.056,0,2458957.5536100,0.000227,-0.000227,0,2.8759303,0.0000206,-0.0000206,0,3.1951780,0.0223933,-0.0223933,0,2900.8869860,15.0105820,-15.0105820,0,7.9664234,0.4082572,-0.4082572,0,1529.9517307,,,,1595.1046529,,,,7.6262000,0.006,-0.006,0,75.8643000,0.1736500,-0.1736500,0,6084.0000000,139.9000000,-139.9000000,0,4.1700000,0.0900000,-0.0900000,0,1.4604300,0.0726558,-0.0726558,0,2020-06-19 06:00:40,2021-10-29 12:59:15
